configuration,dataset,text,true_label,predicted_label,true_class,predicted_class,error_type,text_length,word_count
Config 5: Higher Weight Decay - Advanced,Advanced,ألنتن ياهو س+ يوقع صاغرا على الاتفاق ل+ لمرحلة الثانية.اما تصريحاته ف+ هي تعبير عن خوفه على مصيره بعد نهاية الحرب,0,1,Negative,Positive,False Positive,113,21
Config 5: Higher Weight Decay - Advanced,Advanced,أنا مستغربه أنه بيتكلم عن الاغتصاب عادي فشخ فعلا 🙆🏻‍♀️ يعني كان المفروض الواحدة تغتصب و تروح تحضر الفطار عادي بعدها,1,0,Positive,Negative,False Negative,115,21
Config 5: Higher Weight Decay - Advanced,Advanced,القاعدة الأولي : الراجل ميمدش أيده ع واحده ست القاعدة التانية : لو ست مدت أيدها ع راجل متبقاش ست,1,0,Positive,Negative,False Negative,96,20
Config 5: Higher Weight Decay - Advanced,Advanced,شوى بحث في يوتوب عن أعضاء الماسونية و+ ألمس الشيطاني ل+ جميع أعضاءها و+ سيطرة و+ التحكم في كل تصرفاتهم,0,1,Negative,Positive,False Positive,102,20
Config 5: Higher Weight Decay - Advanced,Advanced,انتبهي القمر يجوع و+ يأكل جزره و+ تغرقين 😂,1,0,Positive,Negative,False Negative,42,9
Config 5: Higher Weight Decay - Advanced,Advanced,مقاس حذاءي 43 و+ وجهك مقاسه 49 حتى حذاءي طلع أحلى منك,1,0,Positive,Negative,False Negative,53,12
Config 5: Higher Weight Decay - Advanced,Advanced,طيب بس هنة يبطلو ينزلو بوستات و+ صور مستفزة و+ فاضحه الجمهور ب+ بطل يعلق. على مستوى الصور الهابطة بتكون التعليقات هابطه متلها ، و+ الراقي و+ المحترم ما حد ب+ قدر يعلق ب+ شي سلبي,1,0,Positive,Negative,False Negative,177,36
Config 5: Higher Weight Decay - Advanced,Advanced,صحيح هذا قوات أفرزتها حرب ٩٤ و+ هي قوات احتلال و+ يجب إنهاء الاحتلال ل+ أجل تستمر الوحدة لاتوجد و+ حده ب+ وجود احتلال,0,1,Negative,Positive,False Positive,117,24
Config 5: Higher Weight Decay - Advanced,Advanced,ل+ أنهم كانوا يعيشون المغزى الحقيقي من التعدد أما الآن تغير الوضع يحبون التعدد ل+ لمتعة فقط ألا من رحم ربي,0,1,Negative,Positive,False Positive,106,21
Config 5: Higher Weight Decay - Advanced,Advanced,مشاهد العنف الواقعي اللي بتنشر ع مواقع التواصل الاجتماعي مقصوده و+ نتيجة تعرض البشر لها مش حلوه ف المستقبل ع المجتمع و+ الأسرة و+ النفس .. ل+ ما تعرف أن الفيديو فيه جريمة ماتفتحهوش و+ أمنع نفسك عشان أنت هتتاذي جامد و+ كل اللي حواليك كمان ..,1,0,Positive,Negative,False Negative,240,47
Config 5: Higher Weight Decay - Advanced,Advanced,الله ينصرك يا بطله و+ الله رغده أشجع من ميت رجل,1,0,Positive,Negative,False Negative,47,11
Config 5: Higher Weight Decay - Advanced,Advanced,بس الله ل+ يستر ب+ كأس الخليج شراح نشوف من نماذج مادام المحترفين ميلعبون راح نشوف عطلات دوري العراقي كلها و+ جيب ليل و+ سمع عتابه,0,1,Negative,Positive,False Positive,129,26
Config 5: Higher Weight Decay - Advanced,Advanced,واءل أنسحب من عرب ايدووول ل+ أنو أحلام طردتو من البرنامج لاتخافي يا نانسي الدور جاي عليكي الدور أنتي كمان,0,1,Negative,Positive,False Positive,105,20
Config 5: Higher Weight Decay - Advanced,Advanced,تشوف 😂 صدقني لو واحد من ذول الشيوخ طبال لاردوغان مهما كانت عيوبه ماراح يتكلمون عنه,0,1,Negative,Positive,False Positive,82,16
Config 5: Higher Weight Decay - Advanced,Advanced,الدكتورة_وسام_شعيب# بهدلت نفسها و+ أسرتها و+ احتمال تخسر مهنتها و+ كل دة علشان آية ؟ علشان تنصحي مجتمع متفشي فيه الجهل ب+ فعل فاعل و+ قلة الدين و+ الأخلاق ، و+ تصارعت عليها ذءاب الميديا من كل الأطياف المتحررين و+ رواد المهنة و+ كل أدلي بدلوه,1,0,Positive,Negative,False Negative,241,46
Config 5: Higher Weight Decay - Advanced,Advanced,اللي يشتهي طفله يباه مريض نفسي ..بيدوفيلي حقير . شاف فيها آية أثار غرايزة الحقيرة ؟,0,1,Negative,Positive,False Positive,83,16
Config 5: Higher Weight Decay - Advanced,Advanced,"في أيام الكلب المخلوع كانت تصاغ الأخبار كانها إنجازات شخصيه له يقولون : "" ب+ توجيه من السيد الرءيس بشار الأسد "" .. يكون رفع سعر البطاطا المقلية و+ خفض سعر البصل",1,0,Positive,Negative,False Negative,160,32
Config 5: Higher Weight Decay - Advanced,Advanced,هي صراحة كأس الخليج أهم إليكم من كأس العالم ، ل+ أنه لا يمكن المقارنة بين أن تكون فاعلا و بين أن تكون على الهامش متفرجا ، و في أحسن الأحوال مفعولا فيك أو مفعولا بك,1,0,Positive,Negative,False Negative,163,36
Config 5: Higher Weight Decay - Advanced,Advanced,يعني كل ماصار شيء طبيعي ل+ يستمر الناس في تحسين المستوى المعيشي، امتلت أفواهكم شتما و+ نعتا في الراسمالية القذرة؟,0,1,Negative,Positive,False Positive,113,20
Config 5: Higher Weight Decay - Advanced,Advanced,كيف بدك تعرف الكذبة من كبرها هسا ولد أربع سنين ب+ عرف يقول هيك معلومات ههههه و+ الله مسخره,0,1,Negative,Positive,False Positive,90,19
Config 5: Higher Weight Decay - Advanced,Advanced,كذابين و+ هن بعرفو أنهن كذابين و+ العالم كله الكذاب ب+ رضه ب+ عرف أنهن كذبين و+ مع ذلك بكذبو ب+ أعلى صوت ملآ عالم متخنزررر,0,1,Negative,Positive,False Positive,122,26
Config 5: Higher Weight Decay - Advanced,Advanced,#الاتحاد_الفتح مازال فريق ابوقمطه يلعب ب+ أسلوب الهجمات المرتدة حيلة الضعيف ل+ كن لن تدوم طويلا هذا الأسلوب ..,0,1,Negative,Positive,False Positive,110,19
Config 5: Higher Weight Decay - Advanced,Advanced,يعين أهلنا تونس يءاخذهم فعله السفهاء أمثال السبسي و+ بشري اللهم آرنا عجاءب قدرتك يحارب الإسلام,0,1,Negative,Positive,False Positive,94,16
Config 5: Higher Weight Decay - Advanced,Advanced,هو بنات الناس لعبه في أيديكم و+ لا اشتريتوها دي ل+ يهم أهل وليهم ناس حسبنا الله و+ نعم الوكيل في و+ كل اللي يجي على واحده ست و+ لا بنت ربنا ينتقم منه المفروض الواحد قبل ما يتجوز بنته يسأل على أهله و+ ناسه و+ فصل و+ أصله,0,1,Negative,Positive,False Positive,219,49
Config 5: Higher Weight Decay - Advanced,Advanced,ب+ خصوص كلمة (النجمة الايقونية) أي فشرت تنحط هي الكلمة ل+ وحدة رخيصه متل هيفا...حترموا معاني الكلمات لو سمحتوا هي كلمة مقدسه ب+ عدوهن عن و+ س+ أخه الناس,0,1,Negative,Positive,False Positive,152,29
Config 5: Higher Weight Decay - Advanced,Advanced,المعركة بين جنود الدولة و+ فلول النظام . و+ ليس بين السنة و+ العلوية نقطه أنتهي الوعي .. الوعي,0,1,Negative,Positive,False Positive,94,19
Config 5: Higher Weight Decay - Advanced,Advanced,لو لطيفه توصل ل+ ربع صوت ف+ له لجزاءريه أنا بنتحر علنا لهلق بعدها لطيفه بتنشز أنت ف+ ين و ف+ له ف+ ين هههه,1,0,Positive,Negative,False Negative,106,25
Config 5: Higher Weight Decay - Advanced,Advanced,و+ لله يا أديب كلنا بنسعي أنه محد يتعرض لهيك شي ، ف ما ب+ عرف كيف عقلك صغير ل+ درجة أنك شايف الاغتصاب شيء يرجى,1,0,Positive,Negative,False Negative,110,26
Config 5: Higher Weight Decay - Advanced,Advanced,مافيش حل غير المقاطعة ربنا يكرم و+ الناس تستجيب بس,0,1,Negative,Positive,False Positive,50,10
Config 5: Higher Weight Decay - Advanced,Advanced,أحلام شكلها ب+ تآكل إلى على المصرح,0,1,Negative,Positive,False Positive,34,7
Config 5: Higher Weight Decay - Advanced,Advanced,س+ يرين حبيبتي....منشااااان الله لا تحكى مصري! خليكي عم تحكى لبناني ل+ أنو ل+ ما تحكى مصري بتكوني متل البنغالي ياللي عم يحكى عربي مكسسسر,0,1,Negative,Positive,False Positive,136,25
Config 5: Higher Weight Decay - Advanced,Advanced,😂😂😂😂😂😂😂 لو كان التضخم طبيعي ما يقدرون يعملوها مو و التضخم ب+ أرقام قياسيه ب+ الإضافة ل+ لانكماش إلى في النمو إلى عندهم,1,0,Positive,Negative,False Negative,118,23
Config 5: Higher Weight Decay - Advanced,Advanced,طوله أحسن منھا البوندسليغا السودانية 😂 😂 😂,1,0,Positive,Negative,False Negative,42,8
Config 5: Higher Weight Decay - Advanced,Advanced,ع شنو مغروره أنتي لو حلوه مثل تفاحه العراق زهور علاء شسوين,1,0,Positive,Negative,False Negative,58,12
Config 5: Higher Weight Decay - Advanced,Advanced,ياناااس ل+ حد يسوى لذا الوسخ فااالوو ع قولو 😂😂😂,0,1,Negative,Positive,False Positive,47,10
Config 5: Higher Weight Decay - Advanced,Advanced,شنو هالغرور الملكة ملكه على روحهة مو على الناس أموت منهة و+ من الخليج كله,1,0,Positive,Negative,False Negative,73,15
Config 5: Higher Weight Decay - Advanced,Advanced,يا الله شو هلشي المقزز و+ القرف ماخد بحالو مقلب باع صدرو شلون منفوخ مقرف جدا,0,1,Negative,Positive,False Positive,76,16
Config 5: Higher Weight Decay - Advanced,Advanced,ميسي مزال خاصو كأس الخليج و+ يرجع أعظم لاعب في التاريخ كأس الخليج = دوره رمضانيه,0,1,Negative,Positive,False Positive,80,16
Config 5: Higher Weight Decay - Advanced,Advanced,هذه على ما أظن لم تتمتع و لم تلعب في صغرها و ب+ التالي أصيبت بما يسمى ب+ الفرنسي retoure d age,1,0,Positive,Negative,False Negative,94,22
Config 5: Higher Weight Decay - Advanced,Advanced,اليهودي جورج سورس صاحب الدولة العميقة ، شخصيه مثيره للجدل، يتهم ب+ تأثيره على القرارات الدولية دون منصب رسمي له ..,0,1,Negative,Positive,False Positive,114,21
Config 5: Higher Weight Decay - Advanced,Advanced,لو كانت متعلمه ما كان هذا حالها نقطه ل+ سطر,1,0,Positive,Negative,False Negative,43,10
Config 5: Higher Weight Decay - Advanced,Advanced,يا عم أقعد ع جنب بلا تدير بلا تتنيل قصدك ب+ تلمها تدفعها فوايد و+ أقساط قبر يلم العفش قال خدمات قال,0,1,Negative,Positive,False Positive,99,22
Config 5: Higher Weight Decay - Advanced,Advanced,فعلا مش ب+ نفوذها و+ مالها و شكلها الملوكية ب+ الأخلاق و الاحترام و+ بس,0,1,Negative,Positive,False Positive,71,15
Config 5: Higher Weight Decay - Advanced,Advanced,عجلوا في سقوط بشار الأسود حتى يتفرغ جند الشام في تحرير الأقصى ف+ مادام الأقصى أسيرا عن اليهود ف+ سوف يتفننون في إذلاله و+ هدمه,0,1,Negative,Positive,False Positive,126,25
Config 5: Higher Weight Decay - Advanced,Advanced,هودي زعران بلطجيه و+ الحركة ما في ب+ صفوفها هيك شي النبية مثر يكونوا كلن متلو ذو تقوى و+ إيمان و+ في سبيل الأعمال الصالحة,0,1,Negative,Positive,False Positive,121,25
